<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.04.02	1.25420	1.25554	1.23581	1.23597	551406	386872305000	11
2017.04.09	1.23784	1.25748	1.23652	1.25224	778849	0	50
2017.04.16	1.25272	1.29058	1.25151	1.28037	773012	217888354000	0
2017.04.23	1.28270	1.29647	1.27720	1.29446	718457	238731463398	0
2017.04.30	1.29338	1.29842	1.28308	1.29779	599461	5478280777	0
2017.05.07	1.29817	1.29896	1.28446	1.28848	740763	4477369887	0
2017.05.14	1.28814	1.30479	1.28654	1.30357	948729	3155650134	0
2017.05.21	1.29886	1.30430	1.27753	1.28036	898600	2296030632	0
2017.05.28	1.28005	1.29213	1.27692	1.28895	785415	1996211298	0
2017.06.04	1.28570	1.29777	1.26348	1.27429	1056489	1056481	0
2017.06.11	1.27141	1.28180	1.26386	1.27749	1023067	1023063	0
2017.06.18	1.27600	1.28145	1.25890	1.27188	565765	565759	0
2017.06.25	1.27334	1.30301	1.27064	1.30275	638090	638086	0
2017.07.02	1.29990	1.30245	1.28668	1.28858	550652	550644	0
2017.07.09	1.28758	1.31136	1.28117	1.31031	548911	548907	0
2017.07.16	1.30930	1.31258	1.29329	1.29929	616649	616645	0
2017.07.23	1.29860	1.31591	1.29857	1.31354	624440	624436	0
2017.07.30	1.31160	1.32686	1.30237	1.30370	597520	597516	0
2017.08.06	1.30306	1.30590	1.29395	1.30096	583422	583418	0
2017.08.13	1.30066	1.30218	1.28315	1.28713	829982	829978	0
2017.08.20	1.28499	1.29164	1.27739	1.28774	764902	764898	0
2017.08.27	1.29188	1.29953	1.28522	1.29548	919313	919299	0
2017.09.03	1.29598	1.32241	1.29087	1.31954	971487	971482	0
2017.09.10	1.31784	1.36166	1.31485	1.35878	977002	976998	0
2017.09.17	1.35554	1.36571	1.34499	1.34952	1134340	1134334	0
2017.09.24	1.34822	1.35708	1.33429	1.33965	1103784	1103779	0
2017.10.01	1.33637	1.34026	1.30271	1.30667	953435	953432	0
2017.10.08	1.30910	1.33379	1.30750	1.32873	837278	837274	0
2017.10.15	1.32870	1.33115	1.30877	1.31887	665473	665469	0
2017.10.22	1.31787	1.32791	1.30697	1.31284	709974	709970	0
2017.10.29	1.31163	1.33208	1.30392	1.30759	667613	667608	0
2017.11.05	1.30652	1.32294	1.30581	1.31889	620857	620853	0
2017.11.12	1.31589	1.32602	1.30618	1.32161	749439	749435	0
2017.11.19	1.32161	1.33599	1.31855	1.33291	624334	0	0
2017.11.26	1.33170	1.35495	1.32208	1.34722	914988	0	0
2017.12.03	1.34315	1.35386	1.33198	1.33926	768804	0	0
2017.12.10	1.33698	1.34649	1.33013	1.33191	715332	0	0
2017.12.17	1.33055	1.34202	1.33055	1.33577	651292	0	0
2017.12.24	1.33541	1.35443	1.33475	1.35020	521843	0	0
2017.12.31	1.35066	1.36127	1.34876	1.35658	654460	0	0
2018.01.07	1.35498	1.37444	1.34580	1.37305	949542	0	0
2018.01.14	1.37250	1.39452	1.37237	1.38477	1126322	0	0
2018.01.21	1.38860	1.43454	1.38570	1.41500	1525042	0	0
2018.01.28	1.41269	1.42783	1.39799	1.41154	1567781	0	0
2018.02.04	1.40992	1.41507	1.37646	1.38269	1820263	0	0
2018.02.11	1.38002	1.41450	1.37946	1.40254	1341913	0	0
2018.02.18	1.40106	1.40495	1.38567	1.39696	1141865	0	0
2018.02.25	1.39823	1.40700	1.37117	1.37985	1319042	0	0
2018.03.04	1.37995	1.39295	1.37664	1.38493	1282285	0	0
2018.03.11	1.38402	1.39958	1.38402	1.39416	1050688	0	0
2018.03.18	1.39354	1.42185	1.39130	1.41329	1316291	0	0
2018.03.25	1.41322	1.42448	1.40106	1.40257	993314	0	0
2018.04.01	1.40195	1.41055	1.39655	1.40880	1004282	0	0
2018.04.08	1.40889	1.42964	1.40783	1.42383	1096733	0	0
2018.04.15	1.42350	1.43766	1.40024	1.40033	1056862	0	0
2018.04.22	1.40000	1.40313	1.37472	1.37783	1032666	0	0
2018.04.29	1.37700	1.37924	1.34863	1.35333	1166212	0	0
2018.05.06	1.35324	1.36177	1.34600	1.35393	1220631	0	0
2018.05.13	1.35415	1.36083	1.34512	1.34711	1125900	0	0
2018.05.20	1.34592	1.34916	1.32935	1.32970	1149523	0	0
2018.05.27	1.33150	1.33619	1.32043	1.33491	1334953	0	0
2018.06.03	1.33410	1.34728	1.32949	1.34074	1190875	0	0
2018.06.10	1.34110	1.34467	1.32113	1.32811	1103549	0	0
2018.06.17	1.32610	1.33150	1.31019	1.32626	1184050	0	0
2018.06.24	1.32493	1.32920	1.30496	1.32057	1272872	0	0
2018.07.01	1.31875	1.32902	1.30951	1.32824	890475	0	0
2018.07.08	1.33108	1.33627	1.31026	1.32372	938951	0	0
2018.07.15	1.32269	1.32930	1.29574	1.31296	908905	0	0
2018.07.22	1.31196	1.32133	1.30716	1.31016	685551	0	0
2018.07.29	1.31090	1.31730	1.29754	1.30021	655849	0	0
2018.08.05	1.30050	1.30094	1.27226	1.27710	637224	0	0
2018.08.12	1.27422	1.28278	1.26617	1.27508	874986	0	0
2018.08.19	1.27422	1.29362	1.27294	1.28488	716035	0	0
2018.08.26	1.28376	1.30432	1.28288	1.29567	801004	0	0
2018.09.02	1.29110	1.30284	1.27853	1.29159	813066	0	0
2018.09.09	1.29205	1.31437	1.28969	1.30689	741263	0	0
2018.09.16	1.30666	1.32984	1.30546	1.30831	522530	0	0
2018.09.23	1.30777	1.32174	1.30005	1.30282	534918	0	0
2018.09.30	1.30380	1.31226	1.29220	1.31148	630460	0	0
2018.10.07	1.31200	1.32579	1.30283	1.31525	688739	0	0
2018.10.14	1.30830	1.32366	1.30113	1.30652	626058	0	0
2018.10.21	1.30700	1.30900	1.27770	1.28277	735719	0	0
2018.10.28	1.28203	1.30407	1.26940	1.29661	617643	0	0
2018.11.04	1.30207	1.31747	1.29583	1.29720	622650	0	0
2018.11.11	1.29148	1.30715	1.27231	1.28247	838648	0	0
2018.11.18	1.28438	1.29274	1.27643	1.28049	528597	0	0
2018.11.25	1.28228	1.28641	1.27254	1.27537	645564	0	0
2018.12.02	1.27645	1.28397	1.26582	1.27337	674718	0	0
2018.12.09	1.27035	1.27598	1.24770	1.25852	767799	0	0
2018.12.16	1.25853	1.27072	1.25739	1.26365	753847	0	0
2018.12.23	1.26448	1.27385	1.26155	1.26956	491643	0	0
2018.12.30	1.26937	1.28149	1.23964	1.27253	518112	0	0
2019.01.06	1.27216	1.28659	1.27066	1.28358	576177	0	0
2019.01.13	1.28493	1.30009	1.26683	1.28729	665105	0	0
2019.01.20	1.28720	1.32179	1.28307	1.31983	550091	0	0
2019.01.27	1.31836	1.32117	1.30433	1.30824	569322	0	0
2019.02.03	1.30660	1.31034	1.28543	1.29411	419118	0	0
2019.02.10	1.29305	1.29588	1.27730	1.28881	463790	0	0
2019.02.17	1.29042	1.31092	1.28916	1.30552	504876	0	0
2019.02.24	1.30703	1.33501	1.30488	1.32082	597175	0	0
2019.03.03	1.32438	1.32543	1.29899	1.30164	409866	0	0
2019.03.10	1.29674	1.33813	1.29604	1.32925	489448	0	0
2019.03.17	1.32952	1.33109	1.30038	1.32115	459429	0	0
2019.03.24	1.32152	1.32694	1.29774	1.30296	495649	0	0
2019.03.31	1.30388	1.31962	1.29869	1.30337	438550	0	0
2019.04.07	1.30354	1.31327	1.30220	1.30712	352523	0	0
2019.04.14	1.30754	1.31191	1.29789	1.29886	384321	0	0
2019.04.21	1.29902	1.30194	1.28658	1.29141	338398	0	0
2019.04.28	1.29150	1.31768	1.29050	1.31752	343034	0	0
2019.05.05	1.31458	1.31708	1.29673	1.30033	379650	0	0
2019.05.12	1.29956	1.30406	1.27132	1.27175	325671	0	0
2019.05.19	1.27328	1.28142	1.26052	1.27117	344298	0	0
2019.05.26	1.27257	1.27478	1.25590	1.26302	339713	0	0
2019.06.02	1.26267	1.27629	1.26105	1.27376	413663	0	0
2019.06.09	1.27352	1.27587	1.25801	1.25902	416173	0	0
2019.06.16	1.25798	1.27465	1.25061	1.27459	421943	0	0
2019.06.23	1.27328	1.27838	1.26596	1.26958	403272	0	0
2019.06.30	1.26948	1.27057	1.24812	1.25198	325443	0	0
2019.07.07	1.25255	1.25794	1.24396	1.25769	333036	0	0
2019.07.14	1.25522	1.25778	1.23820	1.25052	310687	0	0
2019.07.21	1.24902	1.25224	1.23761	1.23836	296129	0	0
2019.07.28	1.23749	1.23837	1.20796	1.21593	423838	0	0
2019.08.04	1.21350	1.22094	1.20238	1.20255	427713	0	0
2019.08.11	1.20486	1.21757	1.20146	1.21460	460034	0	0
2019.08.18	1.21546	1.22933	1.20641	1.22836	384851	0	0
2019.08.25	1.22649	1.23099	1.21395	1.21622	451239	0	0
2019.09.01	1.21556	1.23538	1.19585	1.22838	434144	0	0
2019.09.08	1.22693	1.25049	1.22335	1.24977	344011	0	0
2019.09.15	1.24688	1.25822	1.23925	1.24690	336182	0	0
2019.09.22	1.24646	1.25033	1.22712	1.22905	311581	0	0
2019.09.29	1.22940	1.24130	1.22049	1.23335	340038	0	0
2019.10.06	1.23130	1.26998	1.21952	1.26471	408203	0	0
2019.10.13	1.26254	1.29894	1.25160	1.29614	528349	0	0
2019.10.20	1.29484	1.30127	1.27884	1.28294	405247	0	0
2019.10.27	1.28121	1.29760	1.28067	1.29382	341362	0	0
2019.11.03	1.29280	1.29428	1.27688	1.27801	312208	0	0
2019.11.10	1.27926	1.29192	1.27856	1.29025	284823	0	0
2019.11.17	1.29212	1.29854	1.28234	1.28284	292455	0	0
2019.11.24	1.28508	1.29510	1.28274	1.29320	279737	0	0
2019.12.01	1.29094	1.31664	1.28964	1.31376	289825	0	0
2019.12.08	1.31338	1.35147	1.30506	1.33335	380294	0	0
2019.12.15	1.33376	1.34223	1.29781	1.29947	380396	0	0
2019.12.22	1.29988	1.31172	1.29046	1.30840	222858	0	0
2019.12.29	1.30870	1.32843	1.30537	1.30750	282962	0	0
2020.01.05	1.30880	1.32125	1.30130	1.30605	364308	0	0
2020.01.12	1.30347	1.31187	1.29543	1.30060	337830	0	0
2020.01.19	1.29903	1.31705	1.29622	1.30714	279043	0	0
2020.01.26	1.30779	1.32094	1.29752	1.32054	271904	0	0
2020.02.02	1.31766	1.31837	1.28814	1.28856	292710	0	0
2020.02.09	1.28854	1.30693	1.28719	1.30463	293029	0	0
2020.02.16	1.30304	1.30538	1.28492	1.29565	300175	0	0
2020.02.23	1.29448	1.30180	1.27257	1.28148	456382	0	0
2020.03.01	1.27844	1.30523	1.27397	1.30471	523680	0	0
2020.03.08	1.30758	1.32004	1.22610	1.22729	771666	0	0
2020.03.15	1.22647	1.24215	1.14097	1.16422	907319	0	0
2020.03.22	1.16698	1.24856	1.14463	1.24578	896482	0	0
2020.03.29	1.24250	1.24753	1.22056	1.22703	630976	0	0
2020.04.05	1.22274	1.24863	1.21643	1.24482	408611	0	0
2020.04.12	1.24499	1.26476	1.24070	1.24934	385052	0	0
2020.04.19	1.24998	1.24998	1.22472	1.23650	381908	0	0
2020.04.26	1.23630	1.26438	1.23582	1.24931	367615	0	0
2020.05.03	1.24852	1.24856	1.22661	1.24069	349633	0	0
2020.05.10	1.24106	1.24377	1.21010	1.21019	432320	0	0
2020.05.17	1.20824	1.22962	1.20752	1.21647	376585	0	0
2020.05.24	1.21733	1.23939	1.21640	1.23463	432527	0	0
2020.05.31	1.23237	1.27312	1.23236	1.26671	477503	0	0
2020.06.07	1.26796	1.28130	1.24736	1.25415	549064	0	0
2020.06.14	1.25117	1.26876	1.23441	1.23509	579877	0	0
2020.06.21	1.23430	1.25427	1.23144	1.23368	471814	0	0
2020.06.28	1.23350	1.25298	1.22517	1.24830	375703	0	0
2020.07.05	1.24640	1.26695	1.24603	1.26230	387235	0	0
2020.07.12	1.26348	1.26663	1.24799	1.25665	361560	0	0
2020.07.19	1.25620	1.28036	1.25181	1.27946	470975	0	0
2020.07.26	1.27889	1.31704	1.27764	1.30842	561718	0	0
2020.08.02	1.30769	1.31859	1.29813	1.30508	545581	0	0
2020.08.09	1.30535	1.31426	1.30051	1.30848	461513	0	0
2020.08.16	1.30924	1.32674	1.30590	1.30893	497709	0	0
2020.08.23	1.30804	1.33565	1.30536	1.33506	504075	0	0
2020.08.30	1.33320	1.34823	1.31760	1.32822	566262	0	0
2020.09.06	1.32516	1.32756	1.27625	1.27956	498154	0	0
2020.09.13	1.27800	1.30072	1.27657	1.29161	498435	0	0
2020.09.20	1.29299	1.29668	1.26753	1.27432	535822	0	0
2020.09.27	1.27571	1.29786	1.27451	1.29347	538824	0	0
2020.10.04	1.29278	1.30496	1.28452	1.30459	421397	0	0
2020.10.11	1.30228	1.30826	1.28627	1.29093	432197	0	0
2020.10.18	1.28932	1.31771	1.28926	1.30430	437106	0	0
2020.10.25	1.30560	1.30796	1.28806	1.29466	459646	0	0
2020.11.01	1.29245	1.31771	1.28542	1.31497	564316	0	0
2020.11.08	1.31581	1.33110	1.31066	1.31996	530341	0	0
2020.11.15	1.31664	1.33123	1.31655	1.32876	385822	0	0
2020.11.22	1.32927	1.33980	1.32641	1.33026	360448	0	0
2020.11.29	1.33288	1.35392	1.32876	1.34360	426797	0	0
2020.12.06	1.34090	1.34784	1.31346	1.32230	458050	0	0
2020.12.13	1.33616	1.36242	1.32801	1.35233	413870	0	0
2020.12.20	1.33976	1.36193	1.31878	1.35341	393495	0	0
2020.12.27	1.35448	1.36864	1.34293	1.36589	330547	0	0
2021.01.03	1.36430	1.37038	1.35321	1.35637	542553	0	0
2021.01.10	1.35546	1.37108	1.34508	1.35849	456316	0	0
2021.01.17	1.35998	1.37459	1.35195	1.36823	387610	0	0
2021.01.24	1.36762	1.37590	1.36096	1.36993	480107	0	0
2021.01.31	1.37038	1.37577	1.35648	1.37383	413690	0	0
2021.02.07	1.37109	1.38660	1.36804	1.38514	334589	0	0
2021.02.14	1.38392	1.40365	1.38299	1.40038	382156	0	0
2021.02.21	1.40128	1.42363	1.38877	1.39270	568380	0	0
2021.02.28	1.39248	1.40177	1.37781	1.38228	603080	0	0
2021.03.07	1.38124	1.40048	1.38001	1.39186	556509	0	0
2021.03.14	1.39146	1.40016	1.38089	1.38652	490528	0	0
2021.03.21	1.38347	1.38766	1.36703	1.37894	386889	0	0
2021.03.28	1.37901	1.38525	1.37062	1.38255	379036	0	0
2021.04.04	1.38206	1.39188	1.36701	1.37042	339167	0	0
2021.04.11	1.37058	1.38410	1.36688	1.38404	353052	0	0
2021.04.18	1.38272	1.40093	1.38098	1.38779	255637	0	0
2021.04.25	1.38691	1.39761	1.38024	1.38100	246277	0	0
2021.05.02	1.38149	1.40058	1.38012	1.39891	242958	0	0
2021.05.09	1.40048	1.41663	1.39928	1.40916	283822	0	0
2021.05.16	1.40986	1.42338	1.40775	1.41495	277365	0	0
2021.05.23	1.41526	1.42188	1.40914	1.41880	294113	0	0
2021.05.30	1.41806	1.42486	1.40834	1.41567	276733	0	0
2021.06.06	1.41541	1.41909	1.40734	1.41074	248550	0	0
2021.06.13	1.41014	1.41326	1.37915	1.37932	284058	0	0
2021.06.20	1.37980	1.40015	1.37865	1.38782	316460	0	0
2021.06.27	1.38833	1.39395	1.37315	1.38327	296106	0	0
2021.07.04	1.38226	1.39010	1.37420	1.38984	315144	0	0
2021.07.11	1.38832	1.39096	1.37607	1.37643	305936	0	0
2021.07.18	1.37722	1.37873	1.35720	1.37475	326968	0	0
2021.07.25	1.37536	1.39832	1.37367	1.39009	253325	0	0
2021.08.01	1.38936	1.39578	1.38609	1.38730	203063	0	0
2021.08.08	1.38704	1.38948	1.37908	1.38696	168254	0	0
2021.08.15	1.38666	1.38784	1.36020	1.36226	188519	0	0
2021.08.22	1.36218	1.37810	1.36084	1.37609	189484	0	0
2021.08.29	1.37601	1.38916	1.37308	1.38548	194589	0	0
2021.09.05	1.38574	1.38884	1.37263	1.38292	215953	0	0
2021.09.12	1.38329	1.39134	1.37274	1.37290	231979	0	0
2021.09.19	1.37372	1.37505	1.36094	1.36672	261055	0	0
2021.09.26	1.36653	1.37292	1.34120	1.35456	305394	0	0
2021.10.03	1.35588	1.36575	1.35317	1.36169	279861	0	0
2021.10.10	1.36155	1.37735	1.35689	1.37458	255389	0	0
2021.10.17	1.37544	1.38343	1.37090	1.37558	242173	0	0
2021.10.24	1.37429	1.38296	1.36681	1.36938	305545	0	0
2021.10.31	1.36748	1.36985	1.34243	1.34953	279945	0	0
2021.11.07	1.34776	1.36067	1.33532	1.34130	258483	0	0
2021.11.14	1.34152	1.35136	1.33962	1.34434	274778	0	0
2021.11.21	1.34481	1.34540	1.32784	1.33322	320601	0	0
2021.11.28	1.33378	1.33703	1.31948	1.32304	365148	0	0
2021.12.05	1.32172	1.32894	1.31610	1.32629	281076	0	0
2021.12.12	1.32460	1.33745	1.31718	1.32343	259992	0	0
2021.12.19	1.32397	1.34377	1.31734	1.33920	225327	0	0
2021.12.26	1.34016	1.35504	1.33894	1.35417	145106	0	0
