<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2001.09.23	1.45560	1.47750	1.45270	1.47440	46486	0	50
2001.09.30	1.47240	1.48450	1.46180	1.48420	46189	0	50
2001.10.07	1.48310	1.48340	1.43970	1.45200	44565	0	50
2001.10.14	1.45210	1.45420	1.43220	1.43330	44924	0	50
2001.10.21	1.43400	1.43760	1.41960	1.43650	45342	0	50
2001.10.28	1.43620	1.46840	1.43610	1.46260	46355	0	50
2001.11.04	1.46170	1.46750	1.44740	1.45630	42069	0	50
2001.11.11	1.45640	1.46200	1.42630	1.42700	41778	0	50
2001.11.18	1.42800	1.42850	1.40400	1.40930	46768	0	50
2001.11.25	1.40990	1.42970	1.40620	1.42420	47385	0	50
2001.12.02	1.42330	1.43410	1.41390	1.43380	44938	0	50
2001.12.09	1.43220	1.45690	1.42710	1.45410	45952	0	50
2001.12.16	1.45360	1.46110	1.43420	1.44160	48627	0	50
2001.12.23	1.44070	1.45550	1.43260	1.45130	37113	0	50
2001.12.30	1.45060	1.45650	1.43620	1.44730	36121	0	50
2002.01.06	1.44690	1.44970	1.43380	1.44800	49019	0	50
2002.01.13	1.44980	1.45210	1.42980	1.43820	46926	0	50
2002.01.20	1.43740	1.44220	1.40620	1.40830	45875	0	50
2002.01.27	1.40840	1.41850	1.40410	1.41620	48698	0	50
2002.02.03	1.41440	1.42480	1.40650	1.41510	44402	0	50
2002.02.10	1.41320	1.43630	1.41300	1.43250	42062	0	50
2002.02.17	1.43200	1.43440	1.42230	1.43340	40542	0	50
2002.02.24	1.43160	1.43290	1.41080	1.41810	45803	0	50
2002.03.03	1.41900	1.43120	1.41550	1.42300	45761	0	50
2002.03.10	1.42180	1.42720	1.40880	1.42480	43970	0	50
2002.03.17	1.42330	1.43270	1.41950	1.42610	43337	0	50
2002.03.24	1.42520	1.42900	1.42090	1.42590	41377	0	50
2002.03.31	1.42570	1.44310	1.42480	1.43210	43106	0	50
2002.04.07	1.43060	1.44080	1.42860	1.43610	43414	0	50
2002.04.14	1.43610	1.45010	1.43400	1.44760	42223	0	50
2002.04.21	1.44640	1.45880	1.44530	1.45830	39092	0	50
2002.04.28	1.45690	1.47080	1.45490	1.46910	41919	0	50
2002.05.05	1.46830	1.46980	1.45310	1.46410	40666	0	50
2002.05.12	1.46340	1.46520	1.44600	1.45820	44785	0	50
2002.05.19	1.45930	1.46340	1.45080	1.45810	45147	0	50
2002.05.26	1.45680	1.46900	1.45380	1.45430	40812	0	50
2002.06.02	1.45710	1.46690	1.45320	1.45990	42200	0	50
2002.06.09	1.45940	1.48030	1.45510	1.47720	41821	0	50
2002.06.16	1.47700	1.50190	1.47490	1.49750	42007	0	50
2002.06.23	1.49630	1.53810	1.49480	1.53310	48874	0	50
2002.06.30	1.53230	1.53660	1.51500	1.52250	42677	0	50
2002.07.07	1.52440	1.55820	1.52300	1.55360	46923	0	50
2002.07.14	1.55140	1.58580	1.55100	1.57730	49483	0	50
2002.07.21	1.57540	1.58670	1.55540	1.56570	51461	0	50
2002.07.28	1.56540	1.57450	1.54700	1.56980	48257	0	50
2002.08.04	1.56970	1.57130	1.52090	1.52450	48551	0	50
2002.08.11	1.52340	1.54720	1.52270	1.53900	46742	0	50
2002.08.18	1.53940	1.54480	1.51620	1.52060	43317	0	50
2002.08.25	1.52100	1.55490	1.51830	1.54980	41187	0	50
2002.09.01	1.54910	1.57320	1.54620	1.55850	49400	0	50
2002.09.08	1.55870	1.56570	1.54730	1.55110	49770	0	50
2002.09.15	1.55070	1.55960	1.52830	1.55470	52190	0	50
2002.09.22	1.55460	1.56720	1.54830	1.56100	50155	0	50
2002.09.29	1.56100	1.57670	1.55990	1.56510	50372	0	50
2002.10.06	1.56440	1.56940	1.55050	1.56170	48653	0	50
2002.10.13	1.56210	1.56530	1.54310	1.54580	55359	0	50
2002.10.20	1.54590	1.55700	1.54100	1.55070	54671	0	50
2002.10.27	1.54820	1.56780	1.54500	1.56510	49520	0	50
2002.11.03	1.56430	1.59310	1.55220	1.59180	49395	0	50
2002.11.10	1.59030	1.59720	1.57290	1.58010	50115	0	50
2002.11.17	1.58100	1.59160	1.57010	1.57990	51110	0	50
2002.11.24	1.57810	1.57910	1.54120	1.55750	48002	0	50
2002.12.01	1.55730	1.58000	1.54500	1.57680	50461	0	50
2002.12.08	1.57840	1.59120	1.56820	1.59050	52284	0	50
2002.12.15	1.58910	1.60650	1.58640	1.60300	54335	0	50
2002.12.22	1.60190	1.60690	1.58680	1.60410	35083	0	50
2002.12.29	1.60320	1.61380	1.59050	1.61090	39515	0	50
2003.01.05	1.60900	1.61680	1.59640	1.60760	56359	0	50
2003.01.12	1.60900	1.62010	1.59550	1.61330	55611	0	50
2003.01.19	1.61180	1.63610	1.60160	1.63360	61617	0	50
2003.01.26	1.63320	1.65730	1.62800	1.64710	62136	0	50
2003.02.02	1.64780	1.65390	1.62330	1.63220	54822	0	50
2003.02.09	1.63150	1.63560	1.60980	1.61450	53669	0	50
2003.02.16	1.61120	1.61220	1.57710	1.57880	53877	0	50
2003.02.23	1.57580	1.58920	1.57010	1.57340	50447	0	50
2003.03.02	1.57180	1.60940	1.57120	1.60310	51523	0	50
2003.03.09	1.60230	1.61590	1.57910	1.58360	51770	0	50
2003.03.16	1.58780	1.59070	1.55380	1.56310	54155	0	50
2003.03.23	1.56430	1.58000	1.56100	1.57410	50042	0	50
2003.03.30	1.57440	1.58410	1.55880	1.56100	51377	0	50
2003.04.06	1.55560	1.57440	1.54600	1.57050	51582	0	50
2003.04.13	1.57050	1.58480	1.56720	1.57120	43863	0	50
2003.04.20	1.57250	1.59810	1.55860	1.59180	44946	0	50
2003.04.27	1.59340	1.61410	1.58600	1.60410	47363	0	50
2003.05.04	1.60400	1.61920	1.59020	1.60550	61279	0	50
2003.05.11	1.60800	1.62980	1.60370	1.62160	53144	0	50
2003.05.18	1.62780	1.64720	1.62500	1.63550	51521	0	50
2003.05.25	1.63350	1.65530	1.63080	1.63600	49050	0	50
2003.06.01	1.62640	1.67160	1.62300	1.66180	56368	0	50
2003.06.08	1.65830	1.67940	1.64180	1.67300	56393	0	50
2003.06.15	1.67430	1.69060	1.65840	1.66400	58132	0	50
2003.06.22	1.66090	1.68000	1.64520	1.64950	59494	0	50
2003.06.29	1.64910	1.67460	1.64540	1.66760	48930	0	50
2003.07.06	1.66670	1.66790	1.62170	1.63180	54752	0	50
2003.07.13	1.62970	1.62990	1.58210	1.59100	57539	0	50
2003.07.20	1.57920	1.62410	1.57760	1.62150	56767	0	50
2003.07.27	1.61920	1.63150	1.59990	1.61150	54938	0	50
2003.08.03	1.61150	1.61950	1.60080	1.60560	54069	0	50
2003.08.10	1.60330	1.61430	1.59250	1.59680	54638	0	50
2003.08.17	1.59810	1.59900	1.56990	1.57450	51283	0	50
2003.08.24	1.57410	1.58310	1.56140	1.57770	52836	0	50
2003.08.31	1.57890	1.59130	1.56090	1.58880	53253	0	50
2003.09.07	1.58680	1.60720	1.57820	1.60260	52152	0	50
2003.09.14	1.60490	1.63790	1.58510	1.63650	53079	0	50
2003.09.21	1.64730	1.66340	1.64130	1.65860	56009	0	50
2003.09.28	1.65800	1.67630	1.64510	1.66350	56540	0	50
2003.10.05	1.66140	1.67810	1.65590	1.66400	52476	0	50
2003.10.12	1.66430	1.68190	1.65340	1.67850	52527	0	50
2003.10.19	1.67930	1.70010	1.66860	1.69500	52909	0	50
2003.10.26	1.69600	1.70830	1.68750	1.69780	54637	0	50
2003.11.02	1.69550	1.69800	1.65660	1.67610	52389	0	50
2003.11.09	1.67330	1.69140	1.66300	1.68720	50626	0	50
2003.11.16	1.68990	1.70890	1.68590	1.70370	54501	0	50
2003.11.23	1.70550	1.72470	1.69240	1.72170	49604	0	50
2003.11.30	1.72150	1.73220	1.71670	1.73120	53835	0	50
2003.12.07	1.73020	1.75120	1.72660	1.74600	52307	0	50
2003.12.14	1.73590	1.77450	1.73560	1.76460	53787	0	50
2003.12.21	1.76500	1.77650	1.75970	1.77150	34595	0	50
2003.12.28	1.77250	1.79520	1.77010	1.79320	36888	0	50
2004.01.04	1.79350	1.85020	1.79320	1.84810	56400	0	50
2004.01.11	1.84720	1.85840	1.79300	1.79850	57833	0	50
2004.01.18	1.79810	1.85260	1.78240	1.82640	57749	0	50
2004.01.25	1.82580	1.83860	1.80180	1.82470	65096	0	50
2004.02.01	1.82430	1.85190	1.81370	1.84710	60964	0	50
2004.02.08	1.84280	1.89900	1.84150	1.88500	61312	0	50
2004.02.15	1.88430	1.91430	1.85630	1.86210	57786	0	50
2004.02.22	1.86080	1.89480	1.84550	1.86800	61141	0	50
2004.02.29	1.86720	1.87520	1.81550	1.84620	63010	0	50
2004.03.07	1.84660	1.85890	1.79060	1.80340	64239	0	50
2004.03.14	1.79980	1.84070	1.79410	1.83350	60521	0	50
2004.03.21	1.83330	1.85420	1.79890	1.81610	59590	0	50
2004.03.28	1.81350	1.86080	1.80570	1.82930	60385	0	50
2004.04.04	1.82880	1.84690	1.81070	1.83330	53331	0	50
2004.04.11	1.83350	1.84270	1.77620	1.79830	72102	0	50
2004.04.18	1.79760	1.81460	1.76150	1.77220	58628	0	50
2004.04.25	1.77140	1.79740	1.75790	1.77880	63897	0	50
2004.05.02	1.77950	1.80440	1.76870	1.78790	72802	0	50
2004.05.09	1.78590	1.78770	1.74800	1.76130	73371	0	50
2004.05.16	1.76060	1.79610	1.75710	1.78830	74180	0	50
2004.05.23	1.78800	1.84270	1.78210	1.83220	72981	0	50
2004.05.30	1.83480	1.84920	1.82760	1.84100	70199	0	50
2004.06.06	1.84130	1.84820	1.81600	1.81950	72991	0	50
2004.06.13	1.81650	1.84090	1.80420	1.83840	72597	0	50
2004.06.20	1.83870	1.84130	1.81000	1.82720	70534	0	50
2004.06.27	1.82690	1.83600	1.80110	1.83110	68589	0	50
2004.07.04	1.83170	1.86200	1.82680	1.86000	67685	0	50
2004.07.11	1.85990	1.87600	1.84750	1.87330	66025	0	50
2004.07.18	1.87430	1.87760	1.82990	1.83210	66060	0	50
2004.07.25	1.83200	1.84520	1.80830	1.81970	69015	0	50
2004.08.01	1.82330	1.84690	1.81500	1.84160	68228	0	50
2004.08.08	1.84380	1.84600	1.81320	1.84370	68236	0	50
2004.08.15	1.84420	1.84680	1.81580	1.81890	64296	0	50
2004.08.22	1.81980	1.82010	1.78830	1.79010	65291	0	50
2004.08.29	1.79050	1.80680	1.77360	1.77680	55426	0	50
2004.09.05	1.77510	1.80290	1.77080	1.79640	51176	0	50
2004.09.12	1.79870	1.80380	1.77390	1.79150	48888	0	50
2004.09.19	1.79210	1.80930	1.78150	1.80410	46963	0	50
2004.09.26	1.80600	1.81660	1.79280	1.79820	47173	0	50
2004.10.03	1.79760	1.79800	1.77450	1.79490	49524	0	50
2004.10.10	1.79450	1.80710	1.78390	1.80370	46603	0	50
2004.10.17	1.80370	1.83190	1.79220	1.82870	48647	0	50
2004.10.24	1.83010	1.84510	1.81930	1.83780	52130	0	50
2004.10.31	1.83900	1.85700	1.82970	1.85700	53554	0	50
2004.11.07	1.85630	1.86200	1.83760	1.85670	50462	0	50
2004.11.14	1.85570	1.86400	1.84380	1.85980	50037	0	50
2004.11.21	1.85810	1.90390	1.85210	1.89330	48183	0	50
2004.11.28	1.89180	1.94450	1.88490	1.94340	53139	0	50
2004.12.05	1.94290	1.95110	1.90140	1.91170	54124	0	50
2004.12.12	1.90970	1.95520	1.90920	1.94160	54345	0	50
2004.12.19	1.94410	1.95100	1.90980	1.92370	50895	0	50
2004.12.26	1.92300	1.94200	1.91190	1.91910	50533	0	50
2005.01.02	1.91920	1.92040	1.86450	1.87120	56867	0	40
2005.01.09	1.87010	1.89420	1.86380	1.87050	53740	0	40
2005.01.16	1.87040	1.88310	1.85230	1.87710	53534	0	40
2005.01.23	1.87850	1.89320	1.86230	1.88750	53441	0	40
2005.01.30	1.88530	1.89220	1.87280	1.87470	51889	0	40
2005.02.06	1.87200	1.87540	1.85070	1.86970	51599	0	40
2005.02.13	1.86970	1.89790	1.86770	1.89430	52680	0	40
2005.02.20	1.89340	1.92000	1.89060	1.91900	51822	0	40
2005.02.27	1.91730	1.92760	1.90540	1.92270	49781	0	40
2005.03.06	1.92300	1.93280	1.91120	1.92620	51935	0	40
2005.03.13	1.92640	1.92950	1.90990	1.92210	52006	0	40
2005.03.20	1.91980	1.92030	1.86610	1.87120	50056	0	40
2005.03.27	1.87050	1.89790	1.85930	1.88160	52143	0	40
2005.04.03	1.87820	1.88620	1.86710	1.88620	50405	0	40
2005.04.10	1.88490	1.89580	1.87570	1.89300	52169	0	40
2005.04.17	1.89340	1.92200	1.88830	1.91430	59217	0	40
2005.04.24	1.91690	1.91770	1.89870	1.90860	60668	0	40
2005.05.01	1.90660	1.90790	1.88840	1.89130	59159	0	40
2005.05.08	1.89070	1.89150	1.84820	1.84930	61015	0	40
2005.05.15	1.85060	1.85110	1.82330	1.82660	61064	0	40
2005.05.22	1.82500	1.83610	1.81870	1.82440	58187	0	40
2005.05.29	1.82410	1.82600	1.80760	1.81530	61370	0	40
2005.06.05	1.81310	1.84050	1.81070	1.81260	67812	0	40
2005.06.12	1.81180	1.83120	1.79990	1.83120	74069	0	40
2005.06.19	1.82400	1.83350	1.81200	1.82400	70759	0	40
2005.06.26	1.82310	1.83180	1.76670	1.76800	70017	0	40
2005.07.03	1.76030	1.76570	1.73100	1.73840	68819	0	40
2005.07.10	1.73690	1.77930	1.73580	1.75100	74619	0	40
2005.07.17	1.75020	1.76190	1.72710	1.74010	72427	0	40
2005.07.24	1.73780	1.76150	1.73310	1.75740	65828	0	40
2005.07.31	1.75560	1.78340	1.75400	1.77840	64072	0	40
2005.08.07	1.77630	1.81800	1.77270	1.81480	67143	0	40
2005.08.14	1.81600	1.81670	1.78900	1.79510	65916	0	40
2005.08.21	1.79660	1.81010	1.79060	1.80140	60764	0	40
2005.08.28	1.80180	1.84520	1.78190	1.84380	63316	0	40
2005.09.04	1.83980	1.85030	1.83190	1.83910	62492	0	40
2005.09.11	1.84140	1.84310	1.80190	1.80770	60842	0	40
2005.09.18	1.80380	1.81510	1.77510	1.77600	58547	0	40
2005.09.25	1.77230	1.78010	1.75650	1.76820	59076	0	40
2005.10.02	1.76190	1.78160	1.75120	1.76090	62148	0	40
2005.10.09	1.76010	1.77090	1.73920	1.76840	52652	0	40
2005.10.16	1.76830	1.78000	1.74230	1.76860	57864	0	40
2005.10.23	1.76640	1.79040	1.76330	1.77400	57217	0	40
2005.10.30	1.77380	1.78260	1.74570	1.75060	58379	0	40
2005.11.06	1.74620	1.75200	1.73260	1.74250	57095	0	40
2005.11.13	1.74230	1.74990	1.70970	1.71670	58911	0	40
2005.11.20	1.71680	1.72880	1.70640	1.71440	50969	0	40
2005.11.27	1.71260	1.73810	1.70470	1.73290	51182	0	40
2005.12.04	1.73160	1.75680	1.72710	1.75430	49965	0	40
2005.12.11	1.75070	1.78110	1.75020	1.77190	52427	0	40
2005.12.18	1.76930	1.77330	1.73050	1.73350	50272	0	40
2005.12.25	1.73330	1.74110	1.71290	1.72290	44840	0	40
2006.01.01	1.72230	1.77230	1.71870	1.76950	48416	0	30
2006.01.08	1.76810	1.77840	1.75170	1.77470	52703	0	30
2006.01.15	1.77670	1.77990	1.75270	1.77090	51160	0	30
2006.01.22	1.77150	1.79370	1.76650	1.76800	53024	0	30
2006.01.29	1.76870	1.78610	1.75920	1.76230	50130	0	30
2006.02.05	1.76240	1.76430	1.73740	1.74570	50267	0	30
2006.02.12	1.74340	1.74910	1.72780	1.74050	50685	0	30
2006.02.19	1.74150	1.75570	1.73740	1.74490	48764	0	30
2006.02.26	1.74340	1.75960	1.73730	1.75450	49516	0	30
2006.03.05	1.75630	1.76260	1.72310	1.72600	51459	0	30
2006.03.12	1.72610	1.75970	1.72310	1.75550	50103	0	30
2006.03.19	1.75530	1.75900	1.73090	1.74200	48571	0	30
2006.03.26	1.74290	1.75390	1.73150	1.73720	50506	0	30
2006.04.02	1.73650	1.76190	1.72500	1.74210	51903	0	30
2006.04.09	1.74280	1.75750	1.73760	1.75120	44798	0	30
2006.04.16	1.75320	1.79380	1.75310	1.78240	49327	0	30
2006.04.23	1.78680	1.82680	1.77920	1.82570	51366	0	30
2006.04.30	1.82360	1.86250	1.82050	1.85950	51477	0	30
2006.05.07	1.86280	1.90010	1.85130	1.89470	53646	0	30
2006.05.14	1.89660	1.90270	1.87000	1.87780	54194	0	30
2006.05.21	1.87710	1.88890	1.85310	1.85940	53554	0	30
2006.05.28	1.85800	1.88700	1.85610	1.88190	52325	0	30
2006.06.04	1.88330	1.88820	1.83640	1.84060	54901	0	30
2006.06.11	1.83950	1.85630	1.83160	1.85050	52375	0	30
2006.06.18	1.85170	1.85330	1.81260	1.81870	50473	0	30
2006.06.25	1.81880	1.85030	1.80890	1.84980	52690	0	30
2006.07.02	1.84760	1.85420	1.83260	1.85090	49214	0	30
2006.07.09	1.85020	1.85230	1.83090	1.83870	52014	0	30
2006.07.16	1.83780	1.86010	1.81760	1.85840	52574	0	30
2006.07.23	1.85930	1.86780	1.83840	1.86320	52242	0	30
2006.07.30	1.86270	1.91310	1.86170	1.90760	54232	0	30
2006.08.06	1.90740	1.91460	1.88670	1.89020	52533	0	30
2006.08.13	1.88970	1.90260	1.87750	1.88150	50551	0	30
2006.08.20	1.88140	1.90010	1.88090	1.88700	53865	0	30
2006.08.27	1.88740	1.90940	1.88620	1.90450	51894	0	30
2006.09.03	1.90650	1.90840	1.86280	1.86540	54131	0	30
2006.09.10	1.86530	1.89210	1.86010	1.87900	52719	0	30
2006.09.17	1.87800	1.90620	1.87350	1.90010	70691	0	30
2006.09.24	1.90080	1.90720	1.86310	1.87220	71910	0	30
2006.10.01	1.87470	1.89000	1.86720	1.87050	58094	0	30
2006.10.08	1.86880	1.87140	1.85170	1.85570	41640	0	30
2006.10.15	1.85490	1.88600	1.85230	1.88330	46793	0	30
2006.10.22	1.88290	1.90020	1.86720	1.89780	42254	0	30
2006.10.29	1.89620	1.91350	1.89530	1.90110	42991	0	30
2006.11.05	1.90160	1.91770	1.89470	1.91050	42237	0	30
2006.11.12	1.91190	1.91530	1.88350	1.89430	44151	0	30
2006.11.19	1.89450	1.93480	1.89310	1.93200	35558	0	30
2006.11.26	1.93900	1.98460	1.93050	1.98100	52102	0	30
2006.12.03	1.98320	1.98380	1.95170	1.95450	45672	0	30
2006.12.10	1.95290	1.97270	1.94630	1.95210	42847	0	30
2006.12.17	1.95220	1.97470	1.94330	1.95790	39301	0	30
2006.12.24	1.95790	1.96770	1.95140	1.95870	35438	0	30
2006.12.31	1.96130	1.97500	1.92630	1.92910	44189	0	20
2007.01.07	1.93030	1.96060	1.92600	1.95890	48918	0	20
2007.01.14	1.95900	1.97770	1.95690	1.97380	45485	0	20
2007.01.21	1.97370	1.99130	1.95590	1.95930	47012	0	20
2007.01.28	1.96100	1.97460	1.94800	1.96600	35466	0	20
2007.02.04	1.96530	1.97320	1.94570	1.94900	32999	0	20
2007.02.11	1.95180	1.96780	1.94000	1.94960	36487	0	20
2007.02.18	1.95430	1.96540	1.94290	1.96350	30391	0	20
2007.02.25	1.96320	1.96720	1.94110	1.94330	44988	0	20
2007.03.04	1.94440	1.94470	1.91840	1.93200	36914	0	20
2007.03.11	1.93460	1.95040	1.92120	1.94210	33784	0	20
2007.03.18	1.94030	1.97240	1.93940	1.96150	30878	0	20
2007.03.25	1.96010	1.97200	1.95440	1.96790	31827	0	20
2007.04.01	1.96910	1.98230	1.96360	1.96520	23560	0	20
2007.04.08	1.96510	1.98860	1.95910	1.98620	26974	0	20
2007.04.15	1.98680	2.01320	1.98610	2.00210	30262	0	20
2007.04.22	2.00550	2.00610	1.98640	1.99740	28766	0	20
2007.04.29	1.99650	2.00720	1.98420	1.99210	28538	0	20
2007.05.06	1.99400	1.99990	1.97620	1.98120	27008	0	20
2007.05.13	1.98170	1.98730	1.96990	1.97450	25435	0	20
2007.05.20	1.97440	1.98930	1.96770	1.98370	24356	0	20
2007.05.27	1.98410	1.98990	1.97330	1.98230	23160	0	20
2007.06.03	1.98200	1.99670	1.96200	1.96980	25431	0	20
2007.06.10	1.96940	1.97830	1.96520	1.97600	26848	0	20
2007.06.17	1.97590	1.99960	1.97560	1.99920	29372	0	20
2007.06.24	1.99850	2.00860	1.99280	2.00860	30840	0	20
2007.07.01	2.00840	2.02060	2.00570	2.01070	30849	0	20
2007.07.08	2.01160	2.03650	2.00970	2.03410	35316	0	20
2007.07.15	2.03390	2.05860	2.03260	2.05610	34337	0	20
2007.07.22	2.05510	2.06520	2.02310	2.02400	47671	0	20
2007.07.29	2.02060	2.04600	2.01820	2.04080	46479	0	20
2007.08.05	2.04210	2.04620	2.01540	2.02310	54826	0	20
2007.08.12	2.02190	2.02590	1.96520	1.98110	72656	0	20
2007.08.19	1.98130	2.01480	1.97430	2.01410	53296	0	20
2007.08.26	2.01350	2.02320	1.99600	2.01700	52701	0	20
2007.09.02	2.01660	2.03220	2.00420	2.02860	44664	0	20
2007.09.09	2.02810	2.03650	2.00540	2.00730	50376	0	20
2007.09.16	2.00590	2.02140	1.98790	2.02020	55620	0	20
2007.09.23	2.02060	2.04880	2.00850	2.04710	52009	0	20
2007.09.30	2.04720	2.04920	2.02780	2.04220	48274	0	20
2007.10.07	2.04180	2.04740	2.02440	2.03590	41723	0	20
2007.10.14	2.03510	2.05230	2.02850	2.05160	46626	0	20
2007.10.21	2.05350	2.05720	2.02570	2.05240	52495	0	20
2007.10.28	2.05480	2.08970	2.05280	2.08940	49818	0	20
2007.11.04	2.08890	2.11610	2.07810	2.09020	59770	0	20
2007.11.11	2.08240	2.08700	2.03520	2.05440	67179	0	20
2007.11.18	2.05360	2.07620	2.04500	2.06270	54904	0	20
2007.11.25	2.06180	2.08300	2.05320	2.05770	58348	0	20
2007.12.02	2.05580	2.06770	2.01790	2.03030	57348	0	20
2007.12.09	2.03200	2.05770	2.01460	2.01740	55340	0	20
2007.12.16	2.01640	2.02260	1.98080	1.98360	57889	0	20
2007.12.23	1.98320	2.00220	1.97550	1.99620	23719	0	20
2007.12.30	1.99720	2.00990	1.96730	1.97410	39061	0	20
2008.01.06	1.97360	1.98270	1.94810	1.95650	62993	0	20
2008.01.13	1.95890	1.97890	1.95120	1.95530	71977	0	20
2008.01.20	1.95710	1.98470	1.93370	1.98300	89058	0	20
2008.01.27	1.98310	1.99570	1.96460	1.96500	62592	0	20
2008.02.03	1.96390	1.97860	1.93860	1.94580	61869	0	20
2008.02.10	1.94640	1.97370	1.94010	1.96120	58188	0	20
2008.02.17	1.95680	1.97070	1.93610	1.96680	55436	0	20
2008.02.24	1.96900	1.99710	1.96160	1.98910	64209	0	20
2008.03.02	1.98580	2.02150	1.97200	2.01350	67808	0	20
2008.03.09	2.01950	2.03910	1.99940	2.01930	71996	0	20
2008.03.16	2.01660	2.02710	1.97360	1.98190	90269	0	20
2008.03.23	1.98030	2.01920	1.97590	1.99440	64136	0	20
2008.03.30	1.99510	2.00480	1.97310	1.99330	74651	0	20
2008.04.06	1.99390	1.99400	1.96510	1.96930	63679	0	20
2008.04.13	1.96620	1.99980	1.95990	1.99780	72723	0	20
2008.04.20	1.99800	2.00290	1.96760	1.98580	73037	0	20
2008.04.27	1.98370	1.99650	1.96250	1.97170	71210	0	20
2008.05.04	1.97310	1.97840	1.94580	1.95390	60959	0	20
2008.05.11	1.95060	1.96320	1.93630	1.95690	68074	0	20
2008.05.18	1.95720	1.98520	1.94530	1.97970	56608	0	20
2008.05.25	1.98090	1.98460	1.96720	1.98220	54682	0	20
2008.06.01	1.97660	1.97710	1.94610	1.97070	69407	0	20
2008.06.08	1.97040	1.98000	1.94080	1.94760	73160	0	20
2008.06.15	1.94710	1.97910	1.94610	1.97600	60929	0	20
2008.06.22	1.97510	1.99510	1.95860	1.99490	55511	0	20
2008.06.29	1.99430	2.00060	1.97940	1.98230	53476	0	20
2008.07.06	1.98250	1.99590	1.96470	1.98860	58587	0	20
2008.07.13	1.99100	2.01580	1.98140	1.99840	66939	0	20
2008.07.20	1.99520	2.00760	1.98170	1.99160	64571	0	20
2008.07.27	1.99100	1.99680	1.97270	1.97520	55712	0	20
2008.08.03	1.97550	1.97580	1.91460	1.92090	62713	0	20
2008.08.10	1.91370	1.92560	1.85120	1.86610	82435	0	20
2008.08.17	1.86440	1.87940	1.85050	1.85260	53753	0	20
2008.08.24	1.85160	1.85900	1.81740	1.82100	72037	0	20
2008.08.31	1.81100	1.81270	1.75370	1.76650	99095	0	20
2008.09.07	1.78720	1.79740	1.74460	1.79410	110848	0	20
2008.09.14	1.79910	1.83870	1.77310	1.83150	130106	0	20
2008.09.21	1.83250	1.86680	1.82640	1.84410	97730	0	20
2008.09.28	1.82800	1.83420	1.75510	1.77140	122523	0	20
2008.10.05	1.76240	1.76950	1.67860	1.70490	157749	0	20
2008.10.12	1.71180	1.76230	1.69260	1.72810	131676	0	20
2008.10.19	1.73060	1.75170	1.52690	1.59070	153012	0	20
2008.10.26	1.57250	1.66710	1.52780	1.60750	186267	0	20
2008.11.02	1.61010	1.63970	1.55350	1.56420	181558	0	20
2008.11.09	1.57630	1.58840	1.45570	1.47390	131355	0	20
2008.11.16	1.46660	1.52480	1.46570	1.49250	112940	0	20
2008.11.23	1.49570	1.55340	1.48420	1.53690	97969	0	20
2008.11.30	1.53810	1.53960	1.44670	1.46850	106274	0	20
2008.12.07	1.47160	1.51130	1.46790	1.49440	78596	0	20
2008.12.14	1.49580	1.57220	1.48100	1.49270	113900	0	20
2008.12.21	1.49480	1.49900	1.45810	1.46170	56327	0	20
2008.12.28	1.46570	1.47700	1.43540	1.45470	45744	0	20
2009.01.04	1.45460	1.53720	1.44310	1.51630	108972	0	20
2009.01.11	1.50680	1.51150	1.44690	1.47320	135181	0	20
2009.01.18	1.48720	1.49090	1.35030	1.37990	156538	0	20
2009.01.25	1.36820	1.45420	1.35470	1.45390	157621	0	20
2009.02.01	1.44380	1.48420	1.40510	1.47860	146627	0	20
2009.02.08	1.48118	1.49845	1.41340	1.43535	179999	0	20
2009.02.15	1.42115	1.44835	1.40930	1.44315	146511	0	20
2009.02.22	1.43970	1.46605	1.41105	1.43145	225598	0	20
2009.03.01	1.42690	1.43046	1.39566	1.40921	228372	0	20
2009.03.08	1.41265	1.41821	1.36542	1.40011	210280	0	20
2009.03.15	1.39135	1.45948	1.38436	1.44636	263719	0	20
2009.03.22	1.44910	1.47785	1.42676	1.43191	226456	0	20
2009.03.29	1.42458	1.48460	1.41096	1.48387	221647	0	20
2009.04.05	1.48447	1.49574	1.45799	1.46776	208886	0	20
2009.04.12	1.46402	1.50662	1.46041	1.47961	224542	0	20
2009.04.19	1.47806	1.48135	1.43958	1.46775	224651	0	20
2009.04.26	1.46628	1.49456	1.45140	1.49216	222915	0	20
2009.05.03	1.49211	1.52466	1.48348	1.52331	264907	0	20
2009.05.10	1.52276	1.53520	1.50575	1.51788	264139	0	20
2009.05.17	1.51720	1.59420	1.51160	1.59300	353188	0	20
2009.05.24	1.59290	1.61960	1.57770	1.61880	422085	0	20
2009.05.31	1.61820	1.66610	1.59410	1.59790	547890	0	20
2009.06.07	1.59530	1.66170	1.58020	1.64430	452254	0	20
2009.06.14	1.64250	1.65610	1.61880	1.64940	126824	0	20
2009.06.21	1.65060	1.66020	1.62090	1.65244	217808	0	20
2009.06.28	1.65011	1.67427	1.63030	1.63320	315873	0	20
2009.07.05	1.62830	1.63800	1.59850	1.62110	115993	0	20
2009.07.12	1.61830	1.64810	1.60340	1.63350	111367	0	20
2009.07.19	1.63620	1.65840	1.63110	1.64240	100077	0	20
2009.07.26	1.64480	1.67320	1.63400	1.67120	80798	0	20
